set,examinee,scope,x,all_frames,reactive_only,null
ba,E5 B s2 [cinque],pooled,5.0,0.47619047619047616,0.40816326530612246,0.36764705882352944
ba,E5 B s2 [cinque],pooled,5.2,0.47619047619047616,0.40816326530612246,0.36764705882352944
ba,E5 B s2 [cinque],pooled,5.4,0.4965986394557823,0.40816326530612246,0.36764705882352944
ba,E5 B s2 [cinque],pooled,5.6,0.5306122448979592,0.42857142857142855,0.36764705882352944
ba,E5 B s2 [cinque],pooled,5.8,0.5850340136054422,0.46258503401360546,0.36764705882352944
ba,E5 B s2 [cinque],pooled,6.0,0.673469387755102,0.5850340136054422,0.36764705882352944
ba,E5 B s2 [cinque],pooled,6.2,0.7142857142857143,0.6054421768707483,0.36764705882352944
ba,E5 B s2 [cinque],pooled,6.4,0.7619047619047619,0.673469387755102,0.38235294117647056
ba,E5 B s2 [cinque],pooled,6.6,0.8299319727891157,0.7414965986394558,0.39705882352941174
ba,E5 B s2 [cinque],pooled,6.8,0.8503401360544217,0.7619047619047619,0.39705882352941174
ba,E5 B s2 [cinque],pooled,7.0,0.8503401360544217,0.7619047619047619,0.4264705882352941
ba,E5 B s2 [cinque],pooled,7.2,0.8707482993197279,0.782312925170068,0.4264705882352941
ba,E5 B s2 [cinque],pooled,7.4,0.8775510204081632,0.7891156462585034,0.4264705882352941
ba,E5 B s2 [cinque],pooled,7.6,0.891156462585034,0.7891156462585034,0.4264705882352941
ba,E5 B s2 [cinque],pooled,7.8,0.891156462585034,0.8231292517006803,0.4264705882352941
ba,E5 B s2 [cinque],pooled,8.0,0.891156462585034,0.8231292517006803,0.4264705882352941
ba,E5 B s2 [cinque],pooled,8.2,0.891156462585034,0.8231292517006803,0.4264705882352941
ba,E5 B s2 [cinque],pooled,8.4,0.891156462585034,0.8367346938775511,0.4264705882352941
ba,E5 B s2 [cinque],pooled,8.6,0.9047619047619048,0.8639455782312925,0.4264705882352941
ba,E5 B s2 [cinque],pooled,8.8,0.9047619047619048,0.8639455782312925,0.4264705882352941
ba,E5 B s2 [cinque],pooled,9.0,0.9047619047619048,0.8639455782312925,0.4264705882352941
ba,E5 B s2 [cinque],pooled,9.2,0.9047619047619048,0.8639455782312925,0.4264705882352941
ba,E5 B s2 [cinque],pooled,9.4,0.9115646258503401,0.8639455782312925,0.4264705882352941
ba,E5 B s2 [cinque],pooled,9.6,0.9115646258503401,0.8775510204081632,0.4264705882352941
ba,E5 B s2 [cinque],pooled,9.8,0.9115646258503401,0.8775510204081632,0.4264705882352941
ba,E5 B s2 [cinque],pooled,10.0,0.9115646258503401,0.8775510204081632,0.4264705882352941
ba,E5 A s0 [lebowski],pooled,0.0,0.034013605442176874,0.034013605442176874,0.014705882352941176
ba,E5 A s0 [lebowski],pooled,0.2,0.09523809523809523,0.08163265306122448,0.058823529411764705
ba,E5 A s0 [lebowski],pooled,0.4,0.10884353741496598,0.08843537414965986,0.08823529411764706
ba,E5 A s0 [lebowski],pooled,0.6,0.1292517006802721,0.10884353741496598,0.08823529411764706
ba,E5 A s0 [lebowski],pooled,0.8,0.1564625850340136,0.1292517006802721,0.10294117647058823
ba,E5 A s0 [lebowski],pooled,1.0,0.1564625850340136,0.1292517006802721,0.11764705882352941
ba,E5 A s0 [lebowski],pooled,1.2,0.1564625850340136,0.1292517006802721,0.1323529411764706
ba,E5 A s0 [lebowski],pooled,1.4,0.17687074829931973,0.14965986394557823,0.17647058823529413
ba,E5 A s0 [lebowski],pooled,1.6,0.23809523809523808,0.19047619047619047,0.20588235294117646
ba,E5 A s0 [lebowski],pooled,1.8,0.23809523809523808,0.19047619047619047,0.20588235294117646
ba,E5 A s0 [lebowski],pooled,2.0,0.24489795918367346,0.19727891156462585,0.20588235294117646
ba,E5 A s0 [lebowski],pooled,2.2,0.24489795918367346,0.19727891156462585,0.20588235294117646
ba,E5 A s0 [lebowski],pooled,2.4,0.272108843537415,0.24489795918367346,0.20588235294117646
ba,E5 A s0 [lebowski],pooled,2.6,0.2789115646258503,0.25170068027210885,0.22058823529411764
ba,E5 A s0 [lebowski],pooled,2.8,0.3469387755102041,0.3197278911564626,0.23529411764705882
ba,E5 A s0 [lebowski],pooled,3.0,0.3877551020408163,0.3469387755102041,0.25
ba,E5 A s0 [lebowski],pooled,3.2,0.3877551020408163,0.3469387755102041,0.25
ba,E5 A s0 [lebowski],pooled,3.4,0.3877551020408163,0.3469387755102041,0.2647058823529412
ba,E5 A s0 [lebowski],pooled,3.6,0.3877551020408163,0.3469387755102041,0.2647058823529412
ba,E5 A s0 [lebowski],pooled,3.8,0.3877551020408163,0.3469387755102041,0.2647058823529412
ba,E5 A s0 [lebowski],pooled,4.0,0.4217687074829932,0.3673469387755102,0.29411764705882354
ba,E5 A s0 [lebowski],pooled,4.2,0.4217687074829932,0.3673469387755102,0.29411764705882354
ba,E5 A s0 [lebowski],pooled,4.4,0.4217687074829932,0.3673469387755102,0.29411764705882354
ba,E5 A s0 [lebowski],pooled,4.6,0.42857142857142855,0.3673469387755102,0.3088235294117647
ba,E5 A s0 [lebowski],pooled,4.8,0.46938775510204084,0.3741496598639456,0.3088235294117647
ba,E5 A s0 [lebowski],pooled,5.0,0.47619047619047616,0.38095238095238093,0.35294117647058826
ba,E5 A s0 [lebowski],pooled,5.2,0.5306122448979592,0.3877551020408163,0.35294117647058826
ba,E5 A s0 [lebowski],pooled,5.4,0.564625850340136,0.3877551020408163,0.35294117647058826
ba,E5 A s0 [lebowski],pooled,5.6,0.5918367346938775,0.4013605442176871,0.36764705882352944
ba,E5 A s0 [lebowski],pooled,5.8,0.6122448979591837,0.42857142857142855,0.36764705882352944
ba,E5 A s0 [lebowski],pooled,6.0,0.6598639455782312,0.5238095238095238,0.36764705882352944
ba,E5 A s0 [lebowski],pooled,6.2,0.7346938775510204,0.6054421768707483,0.39705882352941174
ba,E5 A s0 [lebowski],pooled,6.4,0.782312925170068,0.6870748299319728,0.4117647058823529
ba,E5 A s0 [lebowski],pooled,6.6,0.8095238095238095,0.7142857142857143,0.4117647058823529
ba,E5 A s0 [lebowski],pooled,6.8,0.8163265306122449,0.7210884353741497,0.4411764705882353
ba,E5 A s0 [lebowski],pooled,7.0,0.8639455782312925,0.7346938775510204,0.4411764705882353
ba,E5 A s0 [lebowski],pooled,7.2,0.8707482993197279,0.7551020408163265,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,7.4,0.8707482993197279,0.7619047619047619,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,7.6,0.8707482993197279,0.7619047619047619,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,7.8,0.8707482993197279,0.7959183673469388,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,8.0,0.8775510204081632,0.7959183673469388,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,8.2,0.8775510204081632,0.7959183673469388,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,8.4,0.8775510204081632,0.8095238095238095,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,8.6,0.8775510204081632,0.8367346938775511,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,8.8,0.8843537414965986,0.8367346938775511,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,9.0,0.8843537414965986,0.8367346938775511,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,9.2,0.891156462585034,0.8367346938775511,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,9.4,0.891156462585034,0.8367346938775511,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,9.6,0.891156462585034,0.8503401360544217,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,9.8,0.891156462585034,0.8503401360544217,0.45588235294117646
ba,E5 A s0 [lebowski],pooled,10.0,0.891156462585034,0.8503401360544217,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,0.0,0.034013605442176874,0.034013605442176874,0.014705882352941176
ba,E5 A s1 [lebowski],pooled,0.2,0.09523809523809523,0.08163265306122448,0.04411764705882353
ba,E5 A s1 [lebowski],pooled,0.4,0.10884353741496598,0.08843537414965986,0.07352941176470588
ba,E5 A s1 [lebowski],pooled,0.6,0.1292517006802721,0.10884353741496598,0.07352941176470588
ba,E5 A s1 [lebowski],pooled,0.8,0.1564625850340136,0.1292517006802721,0.08823529411764706
ba,E5 A s1 [lebowski],pooled,1.0,0.1564625850340136,0.1292517006802721,0.08823529411764706
ba,E5 A s1 [lebowski],pooled,1.2,0.1564625850340136,0.1292517006802721,0.11764705882352941
ba,E5 A s1 [lebowski],pooled,1.4,0.17687074829931973,0.14965986394557823,0.14705882352941177
ba,E5 A s1 [lebowski],pooled,1.6,0.23809523809523808,0.19047619047619047,0.17647058823529413
ba,E5 A s1 [lebowski],pooled,1.8,0.23809523809523808,0.19047619047619047,0.17647058823529413
ba,E5 A s1 [lebowski],pooled,2.0,0.24489795918367346,0.19727891156462585,0.17647058823529413
ba,E5 A s1 [lebowski],pooled,2.2,0.24489795918367346,0.19727891156462585,0.17647058823529413
ba,E5 A s1 [lebowski],pooled,2.4,0.272108843537415,0.24489795918367346,0.17647058823529413
ba,E5 A s1 [lebowski],pooled,2.6,0.272108843537415,0.24489795918367346,0.17647058823529413
ba,E5 A s1 [lebowski],pooled,2.8,0.3333333333333333,0.30612244897959184,0.19117647058823528
ba,E5 A s1 [lebowski],pooled,3.0,0.38095238095238093,0.3401360544217687,0.20588235294117646
ba,E5 A s1 [lebowski],pooled,3.2,0.38095238095238093,0.3401360544217687,0.20588235294117646
ba,E5 A s1 [lebowski],pooled,3.4,0.38095238095238093,0.3401360544217687,0.22058823529411764
ba,E5 A s1 [lebowski],pooled,3.6,0.38095238095238093,0.3401360544217687,0.23529411764705882
ba,E5 A s1 [lebowski],pooled,3.8,0.3877551020408163,0.3401360544217687,0.23529411764705882
ba,E5 A s1 [lebowski],pooled,4.0,0.4217687074829932,0.36054421768707484,0.2647058823529412
ba,E5 A s1 [lebowski],pooled,4.2,0.4217687074829932,0.36054421768707484,0.2647058823529412
ba,E5 A s1 [lebowski],pooled,4.4,0.4217687074829932,0.36054421768707484,0.2647058823529412
ba,E5 A s1 [lebowski],pooled,4.6,0.42857142857142855,0.36054421768707484,0.2647058823529412
ba,E5 A s1 [lebowski],pooled,4.8,0.4489795918367347,0.3673469387755102,0.2647058823529412
ba,E5 A s1 [lebowski],pooled,5.0,0.46258503401360546,0.3741496598639456,0.3088235294117647
ba,E5 A s1 [lebowski],pooled,5.2,0.4897959183673469,0.38095238095238093,0.3382352941176471
ba,E5 A s1 [lebowski],pooled,5.4,0.5510204081632653,0.38095238095238093,0.3382352941176471
ba,E5 A s1 [lebowski],pooled,5.6,0.5918367346938775,0.3945578231292517,0.35294117647058826
ba,E5 A s1 [lebowski],pooled,5.8,0.6054421768707483,0.4217687074829932,0.35294117647058826
ba,E5 A s1 [lebowski],pooled,6.0,0.6462585034013606,0.5102040816326531,0.35294117647058826
ba,E5 A s1 [lebowski],pooled,6.2,0.7210884353741497,0.5918367346938775,0.39705882352941174
ba,E5 A s1 [lebowski],pooled,6.4,0.7619047619047619,0.6666666666666666,0.39705882352941174
ba,E5 A s1 [lebowski],pooled,6.6,0.8027210884353742,0.7074829931972789,0.39705882352941174
ba,E5 A s1 [lebowski],pooled,6.8,0.8095238095238095,0.7142857142857143,0.4411764705882353
ba,E5 A s1 [lebowski],pooled,7.0,0.8435374149659864,0.7278911564625851,0.4411764705882353
ba,E5 A s1 [lebowski],pooled,7.2,0.8503401360544217,0.7482993197278912,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,7.4,0.8503401360544217,0.7551020408163265,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,7.6,0.8639455782312925,0.7551020408163265,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,7.8,0.8639455782312925,0.7891156462585034,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,8.0,0.8707482993197279,0.7891156462585034,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,8.2,0.8707482993197279,0.7891156462585034,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,8.4,0.8775510204081632,0.8027210884353742,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,8.6,0.8775510204081632,0.8299319727891157,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,8.8,0.8775510204081632,0.8299319727891157,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,9.0,0.8775510204081632,0.8299319727891157,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,9.2,0.8843537414965986,0.8299319727891157,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,9.4,0.8843537414965986,0.8299319727891157,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,9.6,0.8843537414965986,0.8435374149659864,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,9.8,0.8843537414965986,0.8435374149659864,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,10.0,0.8843537414965986,0.8435374149659864,0.45588235294117646
ba,E5 A s2 [lebowski],pooled,0.0,0.034013605442176874,0.034013605442176874,0.014705882352941176
ba,E5 A s2 [lebowski],pooled,0.2,0.09523809523809523,0.08163265306122448,0.04411764705882353
ba,E5 A s2 [lebowski],pooled,0.4,0.10884353741496598,0.08843537414965986,0.07352941176470588
ba,E5 A s2 [lebowski],pooled,0.6,0.1292517006802721,0.10884353741496598,0.07352941176470588
ba,E5 A s2 [lebowski],pooled,0.8,0.1564625850340136,0.1292517006802721,0.08823529411764706
ba,E5 A s2 [lebowski],pooled,1.0,0.1564625850340136,0.1292517006802721,0.10294117647058823
ba,E5 A s2 [lebowski],pooled,1.2,0.1564625850340136,0.1292517006802721,0.10294117647058823
ba,E5 A s2 [lebowski],pooled,1.4,0.17687074829931973,0.14965986394557823,0.1323529411764706
ba,E5 A s2 [lebowski],pooled,1.6,0.23809523809523808,0.19047619047619047,0.16176470588235295
ba,E5 A s2 [lebowski],pooled,1.8,0.23809523809523808,0.19047619047619047,0.16176470588235295
ba,E5 A s2 [lebowski],pooled,2.0,0.24489795918367346,0.19727891156462585,0.16176470588235295
ba,E5 A s2 [lebowski],pooled,2.2,0.24489795918367346,0.19727891156462585,0.16176470588235295
ba,E5 A s2 [lebowski],pooled,2.4,0.272108843537415,0.24489795918367346,0.16176470588235295
ba,E5 A s2 [lebowski],pooled,2.6,0.2857142857142857,0.2585034013605442,0.16176470588235295
ba,E5 A s2 [lebowski],pooled,2.8,0.3469387755102041,0.3197278911564626,0.17647058823529413
ba,E5 A s2 [lebowski],pooled,3.0,0.3877551020408163,0.3469387755102041,0.19117647058823528
ba,E5 A s2 [lebowski],pooled,3.2,0.3877551020408163,0.3469387755102041,0.19117647058823528
ba,E5 A s2 [lebowski],pooled,3.4,0.3877551020408163,0.3469387755102041,0.20588235294117646
ba,E5 A s2 [lebowski],pooled,3.6,0.3877551020408163,0.3469387755102041,0.22058823529411764
ba,E5 A s2 [lebowski],pooled,3.8,0.3877551020408163,0.3469387755102041,0.22058823529411764
ba,E5 A s2 [lebowski],pooled,4.0,0.4217687074829932,0.3673469387755102,0.25
ba,E5 A s2 [lebowski],pooled,4.2,0.4217687074829932,0.3673469387755102,0.25
ba,E5 A s2 [lebowski],pooled,4.4,0.4217687074829932,0.3673469387755102,0.25
ba,E5 A s2 [lebowski],pooled,4.6,0.42857142857142855,0.3673469387755102,0.25
ba,E5 A s2 [lebowski],pooled,4.8,0.46258503401360546,0.3741496598639456,0.25
ba,E5 A s2 [lebowski],pooled,5.0,0.47619047619047616,0.38095238095238093,0.29411764705882354
ba,E5 A s2 [lebowski],pooled,5.2,0.4965986394557823,0.3877551020408163,0.3088235294117647
ba,E5 A s2 [lebowski],pooled,5.4,0.5510204081632653,0.3877551020408163,0.3088235294117647
ba,E5 A s2 [lebowski],pooled,5.6,0.5782312925170068,0.4013605442176871,0.3235294117647059
ba,E5 A s2 [lebowski],pooled,5.8,0.5986394557823129,0.42857142857142855,0.3235294117647059
ba,E5 A s2 [lebowski],pooled,6.0,0.6598639455782312,0.5306122448979592,0.3235294117647059
ba,E5 A s2 [lebowski],pooled,6.2,0.7346938775510204,0.6122448979591837,0.39705882352941174
ba,E5 A s2 [lebowski],pooled,6.4,0.7755102040816326,0.6802721088435374,0.39705882352941174
ba,E5 A s2 [lebowski],pooled,6.6,0.8027210884353742,0.7142857142857143,0.39705882352941174
ba,E5 A s2 [lebowski],pooled,6.8,0.8095238095238095,0.7210884353741497,0.45588235294117646
ba,E5 A s2 [lebowski],pooled,7.0,0.8503401360544217,0.7346938775510204,0.45588235294117646
ba,E5 A s2 [lebowski],pooled,7.2,0.8571428571428571,0.7551020408163265,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,7.4,0.8639455782312925,0.7619047619047619,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,7.6,0.8639455782312925,0.7619047619047619,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,7.8,0.8639455782312925,0.7959183673469388,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,8.0,0.8775510204081632,0.7959183673469388,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,8.2,0.8775510204081632,0.7959183673469388,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,8.4,0.8775510204081632,0.8095238095238095,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,8.6,0.8775510204081632,0.8367346938775511,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,8.8,0.8843537414965986,0.8367346938775511,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,9.0,0.8843537414965986,0.8367346938775511,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,9.2,0.891156462585034,0.8367346938775511,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,9.4,0.891156462585034,0.8367346938775511,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,9.6,0.891156462585034,0.8503401360544217,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,9.8,0.891156462585034,0.8503401360544217,0.47058823529411764
ba,E5 A s2 [lebowski],pooled,10.0,0.891156462585034,0.8503401360544217,0.47058823529411764
ba,E5 B s0 [lebowski],pooled,0.0,0.034013605442176874,0.034013605442176874,0.029411764705882353
ba,E5 B s0 [lebowski],pooled,0.2,0.08163265306122448,0.08163265306122448,0.07352941176470588
ba,E5 B s0 [lebowski],pooled,0.4,0.08843537414965986,0.08843537414965986,0.10294117647058823
ba,E5 B s0 [lebowski],pooled,0.6,0.09523809523809523,0.08843537414965986,0.11764705882352941
ba,E5 B s0 [lebowski],pooled,0.8,0.10884353741496598,0.09523809523809523,0.1323529411764706
ba,E5 B s0 [lebowski],pooled,1.0,0.12244897959183673,0.10884353741496598,0.17647058823529413
ba,E5 B s0 [lebowski],pooled,1.2,0.12244897959183673,0.10884353741496598,0.19117647058823528
ba,E5 B s0 [lebowski],pooled,1.4,0.1564625850340136,0.14285714285714285,0.22058823529411764
ba,E5 B s0 [lebowski],pooled,1.6,0.20408163265306123,0.1836734693877551,0.25
ba,E5 B s0 [lebowski],pooled,1.8,0.2108843537414966,0.1836734693877551,0.27941176470588236
ba,E5 B s0 [lebowski],pooled,2.0,0.22448979591836735,0.19727891156462585,0.27941176470588236
ba,E5 B s0 [lebowski],pooled,2.2,0.23129251700680273,0.20408163265306123,0.29411764705882354
ba,E5 B s0 [lebowski],pooled,2.4,0.272108843537415,0.24489795918367346,0.29411764705882354
ba,E5 B s0 [lebowski],pooled,2.6,0.2789115646258503,0.25170068027210885,0.29411764705882354
ba,E5 B s0 [lebowski],pooled,2.8,0.3469387755102041,0.3129251700680272,0.3088235294117647
ba,E5 B s0 [lebowski],pooled,3.0,0.3673469387755102,0.3333333333333333,0.3088235294117647
ba,E5 B s0 [lebowski],pooled,3.2,0.3673469387755102,0.3333333333333333,0.3088235294117647
ba,E5 B s0 [lebowski],pooled,3.4,0.3673469387755102,0.3333333333333333,0.3235294117647059
ba,E5 B s0 [lebowski],pooled,3.6,0.3673469387755102,0.3333333333333333,0.3382352941176471
ba,E5 B s0 [lebowski],pooled,3.8,0.3673469387755102,0.3333333333333333,0.3382352941176471
ba,E5 B s0 [lebowski],pooled,4.0,0.4013605442176871,0.35374149659863946,0.35294117647058826
ba,E5 B s0 [lebowski],pooled,4.2,0.4013605442176871,0.35374149659863946,0.35294117647058826
ba,E5 B s0 [lebowski],pooled,4.4,0.4013605442176871,0.35374149659863946,0.35294117647058826
ba,E5 B s0 [lebowski],pooled,4.6,0.4013605442176871,0.35374149659863946,0.35294117647058826
ba,E5 B s0 [lebowski],pooled,4.8,0.40816326530612246,0.36054421768707484,0.35294117647058826
ba,E5 B s0 [lebowski],pooled,5.0,0.4217687074829932,0.36054421768707484,0.38235294117647056
ba,E5 B s0 [lebowski],pooled,5.2,0.43537414965986393,0.3673469387755102,0.4117647058823529
ba,E5 B s0 [lebowski],pooled,5.4,0.4897959183673469,0.3741496598639456,0.4117647058823529
ba,E5 B s0 [lebowski],pooled,5.6,0.4965986394557823,0.3741496598639456,0.4117647058823529
ba,E5 B s0 [lebowski],pooled,5.8,0.5374149659863946,0.40816326530612246,0.4117647058823529
ba,E5 B s0 [lebowski],pooled,6.0,0.5918367346938775,0.5034013605442177,0.4117647058823529
ba,E5 B s0 [lebowski],pooled,6.2,0.7142857142857143,0.5918367346938775,0.45588235294117646
ba,E5 B s0 [lebowski],pooled,6.4,0.7551020408163265,0.6598639455782312,0.45588235294117646
ba,E5 B s0 [lebowski],pooled,6.6,0.7687074829931972,0.6870748299319728,0.45588235294117646
ba,E5 B s0 [lebowski],pooled,6.8,0.7755102040816326,0.6938775510204082,0.5
ba,E5 B s0 [lebowski],pooled,7.0,0.8027210884353742,0.7006802721088435,0.5
ba,E5 B s0 [lebowski],pooled,7.2,0.8299319727891157,0.7346938775510204,0.5147058823529411
ba,E5 B s0 [lebowski],pooled,7.4,0.8367346938775511,0.7414965986394558,0.5147058823529411
ba,E5 B s0 [lebowski],pooled,7.6,0.8367346938775511,0.7414965986394558,0.5147058823529411
ba,E5 B s0 [lebowski],pooled,7.8,0.8367346938775511,0.7619047619047619,0.5147058823529411
ba,E5 B s0 [lebowski],pooled,8.0,0.8367346938775511,0.7619047619047619,0.5147058823529411
ba,E5 B s0 [lebowski],pooled,8.2,0.8435374149659864,0.7687074829931972,0.5147058823529411
ba,E5 B s0 [lebowski],pooled,8.4,0.8503401360544217,0.782312925170068,0.5147058823529411
ba,E5 B s0 [lebowski],pooled,8.6,0.8639455782312925,0.8231292517006803,0.5147058823529411
